#FAMILIES
leafFamily	familyPath
Malagasy	malagasy / مَلَغَسِ			Malagasy	25 million	mg	mlg	mlg	mala1537	Malagasy language	https://en.wikipedia.org/wiki/Malagasy_language			East Barito
Malay					L1: 90 million, perhaps 125 million including local Malay			msa	nucl1806	Malay language	https://en.wikipedia.org/wiki/Malay_language	Brunei;;Christmas Island;;Cocos Islands;;Timor-Leste;;Indonesia;;Malaysia;;Singapore;;Southeast Philippines;;South Thailand		| ancestor = Old Malay
Malayalam		*Malayalam script (Brahmic) *Malayalam Braille *Vatteluttu (historical) *Koleluttu (historical) *Malayanma (historical) *Grantha (historical) *Arabi Malayalam script (mostly historical) *Suriyani Malayalam (historical) *Hebrew script *Latin script (informal)	Southern India * Kerala * Tamil Nadu (Kanyakumari and other Kerala border districts) * Puducherry (Mahé) *Lakshadweep * Karnataka (Dakshina Kannada and Kodagu districts)	Malayali	L1: 37.367500 million	ml	mal	mal	mala1464	Malayalam	https://en.wikipedia.org/wiki/Malayalam	India	*Malayalam script (Brahmic) *Malayalam Braille *Vatteluttu (historical) *Koleluttu (historical) *Malayanma (historical) *Grantha (historical) *Arabi Malayalam script (mostly historical) *Suriyani Malayalam (historical) *Hebrew script *Latin script (informal)	Malayalamoid
Maltese	Malti	Latin (Maltese alphabet), Maltese Braille		Maltese	571, 460	mt	mlt	mlt	malt1254	Maltese language	https://en.wikipedia.org/wiki/Maltese_language	Malta	Latin (Maltese alphabet);;Maltese Braille	Sicilian Arabic
Mandarin				| region = North China, Central China, Southwestern China	L1: 990 million			cmn	mand1415	Mandarin Chinese	https://en.wikipedia.org/wiki/Mandarin_Chinese			Chinese
Mandarin Chinese				| region = North China, Central China, Southwestern China	L1: 990 million			cmn	mand1415	Mandarin Chinese	https://en.wikipedia.org/wiki/Mandarin_Chinese			Chinese
Mandinka	Mandinka kaŋo مَانْدِينْكَا كَانْجَوْ, Mandingo مَانْدِنْجَوْ ߡߊ߲߬ߘߌ߲߬ߞߊ	Arabic, Latin, N'Ko, Garay	Casamance, The Gambia, Senegal	Mandinka	2.114 million			mnk	mand1436	Mandinka language	https://en.wikipedia.org/wiki/Mandinka_language	Senegal;;The Gambia;;Guinea-Bissau	Arabic;;Latin;;N'Ko;;Garay	West Manding
Mandjak		Latin	|ethnicity=Manjack		324, 000			mfv	mand1419	Manjak language	https://en.wikipedia.org/wiki/Manjak_language	Guinea-Bissau;;Senegal;;the Gambia	Latin	Manjaku–Papel
Maninka	Maninkakan	N'Ko, Latin		Mandinka	4.599 million				mane1267	Maninka language	https://en.wikipedia.org/wiki/Maninka_language	Guinea;;Mali;;Liberia;;Sierra Leone;;Ivory Coast	N'Ko;;Latin	East
Maninke	Maninkakan	N'Ko, Latin		Mandinka	4.599 million				mane1267	Maninka language	https://en.wikipedia.org/wiki/Maninka_language	Guinea;;Mali;;Liberia;;Sierra Leone;;Ivory Coast	N'Ko;;Latin	East
Manipuri	মৈতৈলোন • ISO|Meiteilon	*Meetei Mayek *Naoriya Phulo *Bengali-Assamese script *Latin alphabet (unofficial)	Manipur, Assam, Tripura	Meitei	1.775000 million		mni		mani1292	Meitei language	https://en.wikipedia.org/wiki/Meitei_language	India;;Bangladesh	*Meetei Mayek *Naoriya Phulo *Bengali-Assamese script *Latin alphabet (unofficial)	Kuki-Chin–Naga?
Manx	Gaelg, y Ghaelg, Gailck, y Ghailck			Manx		gv	glv	glv	manx1243	Manx language	https://en.wikipedia.org/wiki/Manx_language	Isle of Man		Goidelic
Maranao										Maranao people	https://en.wikipedia.org/wiki/Maranao_people			
Marathi	मराठी, 𑘦𑘨𑘰𑘙𑘲 ()	*Devanagari (official), (Marathi alphabet) *Modi (historical) *Goykanadi (historical, sometimes) *Kadamba (historical) *Devanagari Braille	South, South Central and Western India * Maharashtra * Goa (minority) * Karnataka (minority in the districts of Belagavi, and Bidar) * Gujarat (a small population in Vadodara and Surat) * Dadra and Nagar Haveli and Daman and Diu (minority) * Tamil Nadu (by some people in Thanjavur)	Marathi	L1: 83.247270 million	mr	mar		mara1378	Marathi language	https://en.wikipedia.org/wiki/Marathi_language	India	*Devanagari (official);;(Marathi alphabet) *Modi (historical) *Goykanadi (historical;;sometimes) *Kadamba (historical) *Devanagari Braille	Marathi–Konkani
Marma	ရက္ခိုင်ဘာသာ	Burmese script|	* Rakhine State and other parts of Myanmar * Chittagong Hill Tracts, Patuakhali, Cox Bazar (Bangladesh) * Tripura (India)	Rakhine, Marma, Kamein	1 million					Rakhine language	https://en.wikipedia.org/wiki/Rakhine_language	Myanmar;;Bangladesh;;India	Burmese script|	Burmese
Maropa	Chirgua, Chiriba, Sapiboca		Beni Department	1, 130 (1994 census)	12–15			rey	reye1240	Reyesano language	https://en.wikipedia.org/wiki/Reyesano_language	Bolivia		Tacana Proper
Marshallese	(new orthography) Kajin Ṃajeḷ, (old orthography) Kajin Majōl	Latin (Marshallese alphabet)		Marshallese	55, 000	mh	mah	mah	mars1254	Marshallese language	https://en.wikipedia.org/wiki/Marshallese_language	Marshall Islands	Latin (Marshallese alphabet)	Nuclear Micronesian
Matsu dialect	馬祖話 / Mā-cū-huâ, 平話 / Bàng-huâ	Chinese characters, Foochow Romanized and	Matsu Islands	Fuzhounese	?				none	Matsu dialect	https://en.wikipedia.org/wiki/Matsu_dialect	Taiwan	Chinese characters;;Foochow Romanized and	Fuzhou
Maya			Mesoamerica: Southern Mexico, Guatemala, Belize, north-western El Salvador and western Honduras; refugee and emigrants, mainly in the United States and Canada.	Maya peoples	6.0 million		myn		maya1287	Mayan languages	https://en.wikipedia.org/wiki/Mayan_languages			
Mayangna										Mayangna people	https://en.wikipedia.org/wiki/Mayangna_people			
Mazanderani	مازِرونی‎, تَبَری	Persian alphabet	South coast of the Caspian Sea	Mazanderanis	1.35000 million				maza1305	Mazanderani language	https://en.wikipedia.org/wiki/Mazanderani_language	Iran (Province of Mazandaran;;parts of the provinces of Alborz;;Tehran;;Qazvin;;Semnan;;Golestan)	Persian alphabet	Mazanderani-Shahmirzadi
Mehri	مهريّت,	Modified version of the Arabic script	South Arabia	Mehri	in Yemen, total			gdq	mehr1241	Mehri language	https://en.wikipedia.org/wiki/Mehri_language	Yemen;;Oman	Modified version of the Arabic script	Southeast Semitic
Meitei	মৈতৈলোন • ISO|Meiteilon	*Meetei Mayek *Naoriya Phulo *Bengali-Assamese script *Latin alphabet (unofficial)	Manipur, Assam, Tripura	Meitei	1.775000 million		mni		mani1292	Meitei language	https://en.wikipedia.org/wiki/Meitei_language	India;;Bangladesh	*Meetei Mayek *Naoriya Phulo *Bengali-Assamese script *Latin alphabet (unofficial)	Kuki-Chin–Naga?
Meänkieli	meänkieli		Torne Valley, Kalix, Luleå, Umeå, Stockholm	Tornedalians	20, 000 to 75, 000			fit	torn1244	Meänkieli	https://en.wikipedia.org/wiki/Meänkieli	Sweden		Peräpohjola
Mi'kmaq										Mi'kmaq	https://en.wikipedia.org/wiki/Mi'kmaq			
Minangkabau	Bahaso Minangkabau,	Latin (Minangkabau Latin alphabet), Minangkabau script	West Sumatra, Riau, Jambi, Bengkulu, North Sumatra, Aceh (Indonesia), Negeri Sembilan (Malaysia)	Minangkabau, Aneuk Jamèë, Mukomuko, Kampar, Kuantan, Pesisir	5.53 million		min	min	mina1268	Minangkabau language	https://en.wikipedia.org/wiki/Minangkabau_language	Indonesia;;Malaysia	Latin (Minangkabau Latin alphabet);;Minangkabau script	Malayic
Minyanka	Mamara				738, 000			myk	mama1271	Minyanka language	https://en.wikipedia.org/wiki/Minyanka_language	Mali		Suppire–Mamara
Mirandese	mirandés, lhéngua/léngua mirandesa, charro		Eastern Tierra de Miranda (Miranda de l Douro and eastern Bumioso)	Mirandese people	3, 500 speakers, 1, 000 common users of the language.		mwl	mwl	mira1251	Mirandese language	https://en.wikipedia.org/wiki/Mirandese_language	Portugal		Asturleonese
Miskito	Miskitu		North Caribbean Coast Autonomous Region, neighbouring areas	Miskito	150, 000			miq	misk1235	Miskito language	https://en.wikipedia.org/wiki/Miskito_language	Honduras;;Nicaragua		Misumalpan
Mojeño-Ignaciano		| nation = Bolivia		2, 000 Ignaciano (2012)	1, 080			ign	igna1246	Ignaciano language	https://en.wikipedia.org/wiki/Ignaciano_language	Bolivia	| nation = Bolivia	Moxo languages
Mojeño-Trinitario				30, 000 Trinitario people (2012)	3, 140			trn	trin1274	Trinitario language	https://en.wikipedia.org/wiki/Trinitario_language	Bolivia		Moxo languages
Moldovan		Moldovan Cyrillic		Moldovans		mo	mol	mol		Moldovan language	https://en.wikipedia.org/wiki/Moldovan_language		Moldovan Cyrillic	Romanian
Mon	ဘာသာမန်	Mon–Burmese (Mon alphabet)	Lower Myanmar	Mon	1.108000 million				monn1252	Mon language	https://en.wikipedia.org/wiki/Mon_language	Myanmar *Mon State *Kayin State *Tanintharyi Region	Mon–Burmese (Mon alphabet)	Monic
Mongolian	Mongol khel		Mongolia, parts of Northeast China, Northwestern China, southern Siberia, and Issyk-Kul Region in Kyrgyzstan	Mongols, Buryats, Oirats	5.047380 million	mn	mon	mon	mong1331	Mongolian language	https://en.wikipedia.org/wiki/Mongolian_language	Mongolian Plateau		Buryat–Mongolian
Montenegrin				Montenegrins	c. 215, 000 (2023)		cnr	cnr	mont1282	Montenegrin language	https://en.wikipedia.org/wiki/Montenegrin_language	Montenegro		Serbo-Croatian
Monégasque	munegascu			8378 have Monegasque nationality (2016)					mone1238	Monégasque dialect	https://en.wikipedia.org/wiki/Monégasque_dialect	Monaco		Intemelio
Mooré	Mòoré	Latin (Mooré alphabet), Minim Dag Noore		Mossi	11.865700 million		mos	mos	moss1236	Mooré	https://en.wikipedia.org/wiki/Mooré	Burkina Faso;;Benin;;Ivory Coast;;Ghana;;Mali;;Togo;;Niger;;Senegal	Latin (Mooré alphabet);;Minim Dag Noore	Northwestern
Moquoit	|states=Argentina			Mocoví (2004)	3, 000			moc	moco1246	Mocoví language	https://en.wikipedia.org/wiki/Mocoví_language			Southern
Moré	Mòoré	Latin (Mooré alphabet), Minim Dag Noore		Mossi	11.865700 million		mos	mos	moss1236	Mooré	https://en.wikipedia.org/wiki/Mooré	Burkina Faso;;Benin;;Ivory Coast;;Ghana;;Mali;;Togo;;Niger;;Senegal	Latin (Mooré alphabet);;Minim Dag Noore	Northwestern
Mosetén										Tsimané	https://en.wikipedia.org/wiki/Tsimané			
Movima	Chosineɬ di' mowi: maj		Beni Department	Movima people	1, 170			mzp	movi1243	Movima language	https://en.wikipedia.org/wiki/Movima_language	Bolivia		
Munukutuba	Monokutuba, Munukutuba, Kituba (mkw), Kikongo ya leta (ktu)	Latin, Mandombe	| speakers = L1: 17, 350000						kitu1246	Kituba language	https://en.wikipedia.org/wiki/Kituba_language		Latin;;Mandombe	Kongo-based creole
Muong	Thiểng Mường	Latin (modified Chữ Quốc ngữ)	Thanh Hóa, Phú Thọ, Sơn La	Mường	1.450000 million			mtq	muon1246	Mường language	https://en.wikipedia.org/wiki/Mường_language	Vietnam	Latin (modified Chữ Quốc ngữ)	Mường–Nguồn
Murle	Murleye	Latin	|ethnicity=Murle		196, 000			mur	murl1244	Murle language	https://en.wikipedia.org/wiki/Murle_language		Latin	Didinga–Murle
Māori	Māori, te reo Māori	Latin (Māori alphabet), Māori Braille	Polynesia	Māori	50, 000 (well or very well)	mi		mri	maor1246	Māori language	https://en.wikipedia.org/wiki/Māori_language	New Zealand	Latin (Māori alphabet);;Māori Braille	Māori–Moriori
Nambya	Nanzva		| ethnicity = Nambya people		105, 000				namb1291	Nambya language	https://en.wikipedia.org/wiki/Nambya_language			Kalanga-Nyamba
Nauruan	Dorerin Naoe, Ekaiairũ Naoero	Latin		Nauruans	9, 356	na	nau	nau	naur1243	Nauruan language	https://en.wikipedia.org/wiki/Nauruan_language	Nauru	Latin	Micronesian
Ndau			Mozambique, Zimbabwe, South Africa		2.4 million				ndau1241	Ndau language	https://en.wikipedia.org/wiki/Ndau_language			Shona (S.10)
Ndebele	isiNdebele	Latin script	Limpopo in South Africa; Matabeleland South in Zimbabwe; North-East District in Botswana	Northern Ndebele	2.6 million	nd	nde	nde	nort2795	Northern Ndebele language	https://en.wikipedia.org/wiki/Northern_Ndebele_language		Latin script	Zunda
Nepali	| pronunciation =		Himalayas		L1: 18.970460 million	ne	nep	nep	nepa1254	Nepali language	https://en.wikipedia.org/wiki/Nepali_language	Nepal (official)		Eastern Pahari
New Zealand Sign Language	te reo Rotarota o Aotearoa, te reo Turi o Aotearoa		| altname = NZSL		23, 000			nzs	newz1236	New Zealand Sign Language	https://en.wikipedia.org/wiki/New_Zealand_Sign_Language	New Zealand		BANZSL
Nheengatu	| states = Brazil, Colombia, Venezuela	Latin	Guainía Department, Amazonas, Amazonas		<10, 000			yrl	nhen1239	Nheengatu language	https://en.wikipedia.org/wiki/Nheengatu_language		Latin	Tupi
Niuean	ko e vagahau Niuē	Latin			1, 340 in Niue		niu	niu	niue1239	Niuean language	https://en.wikipedia.org/wiki/Niuean_language	Niue;;Cook Islands;;New Zealand;;Tonga	Latin	Tongic
Norfuk	Norfuk, Norf'k	Latin (Norfolk/Pitcairnese alphabet)	Norfolk Island and Lord Howe Island		1, 786			pih	pitc1234	Norfuk language	https://en.wikipedia.org/wiki/Norfuk_language		Latin (Norfolk/Pitcairnese alphabet)	Pitkern–Norfuk
North Frisian	Sylt: Nuurđfriisk, Föhr/Amrum: nuurdfresk, Heligoland: Noorfriisk, Wiedingharde/Halligen: nordfreesk, Mooring: nordfrasch, Karrharde: nordfräisch, Central Goesharde: noordfreesch	Latin	North Frisia	North Frisians	10, 000		frr	frr	nort2626	North Frisian language	https://en.wikipedia.org/wiki/North_Frisian_language	Germany	Latin	Frisian
North Slavey	North: , Sahtúgot’įné Yatı̨́, K’ashógot’įne Goxedǝ́, Shíhgot’įne Yatı̨́, South: , Dené Dháh, Dene Yatıé, Dene Zhatıé		Northwest Territories	Slavey, Sahtu	2, 215		den	den	slav1253	Slavey language	https://en.wikipedia.org/wiki/Slavey_language	Denendeh;;Canada		Northern Athabaskan
Northern Sami	davvisámegiella	Latin ([[#Alphabet|Northern Sámi alphabet]]), Northern Sámi Braille			25, 000	se	sme	sme	nort2671	Northern Sámi	https://en.wikipedia.org/wiki/Northern_Sámi	Norway;;Sweden;;Finland;;(Sápmi)	Latin ([[#Alphabet|Northern Sámi alphabet]]);;Northern Sámi Braille	Central
Northern Sotho	Sesotho sa Leboa	Latin (Northern Sotho alphabet), Sotho Braille, Ditema tsa Dinoko	Limpopo, Gauteng, Mpumalanga	Pedi, Lobedu, Tlôkwa	6.23 million		nso		nort3233	Northern Sotho	https://en.wikipedia.org/wiki/Northern_Sotho	South Africa	Latin (Northern Sotho alphabet);;Sotho Braille;;Ditema tsa Dinoko	Sotho–Tswana
Northern Thai	กำเมือง	Tai Tham script (traditional, formerly), Thai script (de facto, current)	Northern Thailand	Northern Thai	6 million			nod	nort2740	Northern Thai language	https://en.wikipedia.org/wiki/Northern_Thai_language	Thailand;;(Chiang Mai;;Lamphun;;Lampang;;Uttaradit;;Phrae;;Nan;;Phayao;;Chiang Rai;;Mae Hong Son;;Communities throughout Thailand);;Myanmar;;(Tachileik;;Myawaddy);;Laos;;(Houayxay;;Ton Pheung)	Tai Tham script (traditional;;formerly);;Thai script (de facto;;current)	Chiang Saen
Norwegian	norsk	Latin (Norwegian alphabet), Norwegian Braille	| speakers = 4.32 million	Norwegians		no	nor	nor	norw1258	Norwegian language	https://en.wikipedia.org/wiki/Norwegian_language	Norway	Latin (Norwegian alphabet);;Norwegian Braille	West Scandinavian
Nuer	Thok Naath	Latin	Greater Upper Nile, Gambela Region	Nuer	1.706170 million			nus	nuer1246	Nuer language	https://en.wikipedia.org/wiki/Nuer_language	South Sudan;;Ethiopia	Latin	Nuer-Reel
Nuristani			Nuristan, Kunar, Afghanistan, Chitral, Pakistan	Nuristanis					nuri1243	Nuristani languages	https://en.wikipedia.org/wiki/Nuristani_languages			Indo-Iranian
Nynorsk	nynorsk	Latin (Norwegian alphabet)			none	nn	nno	nno	norw1262	Nynorsk	https://en.wikipedia.org/wiki/Nynorsk	Norway	Latin (Norwegian alphabet)	Norwegian dialects
Nzema	| region = Ghana, Ivory Coast			Nzema	427, 000		nzi	nzi	nzim1238	Nzema language	https://en.wikipedia.org/wiki/Nzema_language			South Bia
Occitan	occitan,  provençal / provençau	Latin alphabet (Occitan alphabet)	Occitania	Occitans		oc	oci	oci	occi1239	Occitan language	https://en.wikipedia.org/wiki/Occitan_language	France;;Spain;;Italy;;Monaco	Latin alphabet (Occitan alphabet)	Occitano-Romance
Odia	ଓଡ଼ିଆ	*Odia script *Kalinga script (historical) *Odia Braille	Eastern India * Odisha * Parts of Jharkhand, Chhattisgarh, Andhra Pradesh and West Bengal	Odias and Tribals of Odisha	L1: 34.461520 million	or	ori	ori	macr1269	Odia language	https://en.wikipedia.org/wiki/Odia_language	India	*Odia script *Kalinga script (historical) *Odia Braille	Eastern
Oriya	ଓଡ଼ିଆ	*Odia script *Kalinga script (historical) *Odia Braille	Eastern India * Odisha * Parts of Jharkhand, Chhattisgarh, Andhra Pradesh and West Bengal	Odias and Tribals of Odisha	L1: 34.461520 million	or	ori	ori	macr1269	Odia language	https://en.wikipedia.org/wiki/Odia_language	India	*Odia script *Kalinga script (historical) *Odia Braille	Eastern
Oromo			Oromia	Oromo	45.531240 million (all countries)	om	orm	orm	nucl1736	Oromo language	https://en.wikipedia.org/wiki/Oromo_language	Ethiopia;;Kenya;;Somalia		Oromoid
Oshiwambo	Oshiwambo			Owambo	1, 441, 000				ndon1253	Ovambo language	https://en.wikipedia.org/wiki/Ovambo_language	Angola;;Namibia		Southwest Bantu
PNG Sign Language			|speakers = 30, 000					pgz	papu1255	Papua New Guinean Sign Language	https://en.wikipedia.org/wiki/Papua_New_Guinean_Sign_Language	Papua New Guinea		indigenous–Auslan creole
Pacawara										Pacahuara	https://en.wikipedia.org/wiki/Pacahuara			
Palauan	a tekoi er a Belau	Latin (formerly katakana)			16550		pau	pau	pala1344	Palauan language	https://en.wikipedia.org/wiki/Palauan_language	Palau;;Guam;;Northern Mariana Islands	Latin (formerly katakana)	Malayo-Polynesian
Pamiri			Pamir Mountains						shug1237	Pamir languages	https://en.wikipedia.org/wiki/Pamir_languages			Southeastern
Pangasinan										Pangasinan	https://en.wikipedia.org/wiki/Pangasinan			
Pannonian Rusyn	руски язик,	Cyrillic (Pannonian Rusyn alphabet)		Pannonian Rusyns				rsk	pann1240	Pannonian Rusyn	https://en.wikipedia.org/wiki/Pannonian_Rusyn	Serbia;;Croatia	Cyrillic (Pannonian Rusyn alphabet)	Eastern Slovak
Papiamento	Papiamento (Aruba), Papiamentu (Curaçao and Bonaire)|paren=omit	Latin (Papiamento orthography)			350, 000		pap	pap	papi1253	Papiamento	https://en.wikipedia.org/wiki/Papiamento	Dutch Caribbean	Latin (Papiamento orthography)	Early Papiamento
Pashayi		Arabic script (Nastaliq)		Pashayi	404, 400				pash1270	Pashayi languages	https://en.wikipedia.org/wiki/Pashayi_languages	Afghanistan	Arabic script (Nastaliq)	Dardic
Pashto	پښتو,	Pashto alphabet		Pashtuns	L1: 51.337760 million	ps	pus	pus	pash1269	Pashto	https://en.wikipedia.org/wiki/Pashto	Afghanistan;;Pakistan	Pashto alphabet	Southeastern
Persian		* Arabic (Persian alphabet) in Iran and Afghanistan * Cyrillic (Tajik alphabet) in Tajikistan * Old Persian cuneiform (525 BC – 330 BC) * Pahlavi scripts (2nd century BC to 7th century AD) * Persian Braille			L1: 91.154770 million	fa		fas	fars1254	Persian language	https://en.wikipedia.org/wiki/Persian_language		* Arabic (Persian alphabet) in Iran;;Afghanistan * Cyrillic (Tajik alphabet) in Tajikistan * Old Persian cuneiform (525 BC – 330 BC) * Pahlavi scripts (2nd century BC to 7th century AD) * Persian Braille	Southwestern
Pitcairnese		Latin (Norfolk/Pitcairnese alphabet)	| ethnicity = Pitcairn Islanders		c. 400 Pitcairn-Norfolk			pih	pitc1234	Pitkern	https://en.wikipedia.org/wiki/Pitkern	Norfolk Island;;Pitcairn Islands;;New Zealand	Latin (Norfolk/Pitcairnese alphabet)	Pitkern–Norfuk
Pohnpeian	Mahsen en Pohnpei [honorific], Lokaiahn Pohnpei [common]	Latin script	Pohnpei		29000		pon	pon	pohn1238	Pohnpeian language	https://en.wikipedia.org/wiki/Pohnpeian_language	Micronesia	Latin script	Pohnpeic
Polish	polski				L1: 39.709620 million	pl	pol	pol	poli1260	Polish language	https://en.wikipedia.org/wiki/Polish_language	Poland;;Lithuania;;bordering regions		East Lechitic
Portuguese	português				L1: 249.544530 million	pt	por	por	port1283	Portuguese language	https://en.wikipedia.org/wiki/Portuguese_language	Portugal;;Brazil;;Lusophone Africa;;other locations in the Portuguese-speaking world		Galician–Portuguese
Pulaar	Pulaar, Pulaar Fuuta Tooro,	Arabic (Ajami), Fula Latin alphabet		Haratine, Fula, Toucouleur	million			fuc	pula1263	Pulaar language	https://en.wikipedia.org/wiki/Pulaar_language		Arabic (Ajami);;Fula Latin alphabet	Western
Punjabi		*Shāhmukhī (majority, Pakistan) *Gurmukhī (official, India) *Punjabi Braille	Punjab	Punjabis	150 million	pa	pan	pan	lahn1241	Punjabi language	https://en.wikipedia.org/wiki/Punjabi_language	Mostly the Punjab region (located in Pakistan;;India)	*Shāhmukhī (majority;;Pakistan) *Gurmukhī (official;;India) *Punjabi Braille	Northwestern
Puquina	Pukina juyai		Lake Titicaca	Tiwanaku				puq	puqu1242	Puquina language	https://en.wikipedia.org/wiki/Puquina_language	Bolivia;;Peru		Puquina
Qashqai	قشقايی ديلى,	Persian alphabet	Fars, Isfahan, Bushehr, Chaharmahal and Bakhtiari, Kohgiluyeh and Boyer-Ahmad, Khuzestan	2.000000 million Qashqai (2021)	1.020000 million			qxq	qash1240	Qashqai language	https://en.wikipedia.org/wiki/Qashqai_language	Iran	Persian alphabet	Southern Oghuz
Quechua			Throughout the central Andes Mountains including Argentina, Bolivia, Chile, Colombia, Ecuador, and Peru.	Quechua	7.168325 million	qu	que	que	quec1387	Quechuan languages	https://en.wikipedia.org/wiki/Quechuan_languages			
Rade		Latin		Rade	177, 000 in Vietnam				rade1240	Rade language	https://en.wikipedia.org/wiki/Rade_language	Vietnam	Latin	Highlands
Rakhine	ရက္ခိုင်ဘာသာ	Burmese script|	* Rakhine State and other parts of Myanmar * Chittagong Hill Tracts, Patuakhali, Cox Bazar (Bangladesh) * Tripura (India)	Rakhine, Marma, Kamein	1 million					Rakhine language	https://en.wikipedia.org/wiki/Rakhine_language	Myanmar;;Bangladesh;;India	Burmese script|	Burmese
Rama										Rama	https://en.wikipedia.org/wiki/Rama			
Rangpuri	রংপুরী, কোচ-ৰাজবংশী, দেশী	Bengali-Assamese script	North Bengal, Lower Assam	Rajbongshi, Bengali, Deshi, Nashya Shaikh, Assamese	10.476000 million			rkt	rang1272	Rangpuri language	https://en.wikipedia.org/wiki/Rangpuri_language	Bangladesh;;India	Bengali-Assamese script	Central–Eastern Kamta
Razihi	Rāziḥī	Latin script			62, 900			rzh	jaba1234	Razihi language	https://en.wikipedia.org/wiki/Razihi_language	Yemen	Latin script	Sabaic?
Riograndenser Hunsrückisch		Latin alphabet	South America	German Brazilians	est. 3, 000, 000			hrx	riog1239	Hunsrik	https://en.wikipedia.org/wiki/Hunsrik	Brazil (Rio Grande do Sul;;Santa Catarina;;Paraná);;Argentina (Misiones);;Paraguay	Latin alphabet	Moselle Franconian
Romani	rromani ćhib			Romani	4.581890 million			rom	roma1329	Romani language	https://en.wikipedia.org/wiki/Romani_language			Western Indo-Aryan
Romanian	limba română, românește, română	*Latin (Romanian alphabet) * Cyrillic ** Moldovan Cyrillic alphabet (Transnistria only) ** Romanian Cyrillic alphabet (historical) * Romanian Braille	Southeastern Europe, Eastern Europe, Central Europe		22.209690 million	ro		ron	roma1327	Romanian language	https://en.wikipedia.org/wiki/Romanian_language	Romania;;Moldova	*Latin (Romanian alphabet) * Cyrillic ** Moldovan Cyrillic alphabet (Transnistria only) ** Romanian Cyrillic alphabet (historical) * Romanian Braille	Eastern Romanian?
Romansh	romontsch, rumantsch,  rumauntsch, rumàntsch	Latin	Grisons (Graubünden)	Romansh	Main language: 40, 074					Romansh language	https://en.wikipedia.org/wiki/Romansh_language	Switzerland	Latin	Rhaeto-Romance
Russian	русский язык	Cyrillic (Russian alphabet), Russian Braille	| ethnicity =		L1: million (2026)	ru	rus	rus	russ1263	Russian language	https://en.wikipedia.org/wiki/Russian_language	Russia;;other areas of the Russian-speaking world	Cyrillic (Russian alphabet);;Russian Braille	East Slavic
Rusyn	русиньскый язык; руски язик,	Cyrillic script (Rusyn alphabets), Latin script (unofficially in Slovakia alongside the Cyrillic script)		Rusyns	70, 190			rue	rusy1239	Rusyn language	https://en.wikipedia.org/wiki/Rusyn_language		Cyrillic script (Rusyn alphabets);;Latin script (unofficially in Slovakia alongside the Cyrillic script)	East Slavic
SA Sign Language	200px|center				235, 000			sfs	sout1404	South African Sign Language	https://en.wikipedia.org/wiki/South_African_Sign_Language	South Africa		BANZSL
Sambal			Java, Sumatera, Malay Peninsula, Borneo, Sulawesi, Mindanao							Sambal	https://en.wikipedia.org/wiki/Sambal			
Sami				Sámi	29, 662		smi		saam1281	Sámi languages	https://en.wikipedia.org/wiki/Sámi_languages	| region = Sápmi (Finland;;Norway;;Russia;;Sweden)		
Sami languages				Sámi	29, 662		smi		saam1281	Sámi languages	https://en.wikipedia.org/wiki/Sámi_languages	| region = Sápmi (Finland;;Norway;;Russia;;Sweden)		
Sango	yângâ tî sängö	Latin script	* Central Africa		sag: 617, 000		sag		sang1327	Sango language	https://en.wikipedia.org/wiki/Sango_language	Central African Republic;;Chad;;Democratic Republic of the Congo	Latin script	Ngbandi-based creole
Sanskrit	संस्कृत, संस्कृतम्,	Devanagari script (present day). Originally orally transmitted. Not attested in writing until the 1st century BCE, when it was written in the Brahmi script, and later in various Brahmic scripts.	South Asia (ancient and medieval), parts of Southeast Asia (medieval), mainly Indian subcontinent			sa	san	san	sans1269	Sanskrit	https://en.wikipedia.org/wiki/Sanskrit		Devanagari script (present day). Originally orally transmitted. Not attested in writing until the 1st century BCE;;when it was written in the Brahmi script;;later in various Brahmic scripts.	Indo-Aryan
Santali	ᱥᱟᱱᱛᱟᱲᱤ	*Ol Chiki script (official), *Bengali-Assamese script *Odia script *Devanagari *Santali Latin alphabet		Santal, Mahali	7.645 million		sat		sant1410	Santali language	https://en.wikipedia.org/wiki/Santali_language	India;;Bangladesh;;Nepal	*Ol Chiki script (official);;*Bengali-Assamese script *Odia script *Devanagari *Santali Latin alphabet	Santalic
Saraiki		Shahmukhi (Saraiki alphabet), Gurmukhi		Saraikis	28.84 million			skr	sera1259	Saraiki language	https://en.wikipedia.org/wiki/Saraiki_language	Pakistan	Shahmukhi (Saraiki alphabet);;Gurmukhi	Lahnda
Sardinian			15px Sardinia	Sardinians	1 million	sc	srd	srd		Sardinian language	https://en.wikipedia.org/wiki/Sardinian_language	15px Italy		Southern Romance?
Saterland Frisian	Seeltersk	Latin	Saterland	Saterland Frisians	2, 000			stq	emsf1235	Saterland Frisian language	https://en.wikipedia.org/wiki/Saterland_Frisian_language	Germany	Latin	Ems
Scandoromani					c. 100–150				trav1236	Scandoromani	https://en.wikipedia.org/wiki/Scandoromani	Norway;;Sweden;;Denmark		
Scots	(Braid) Scots, Lallans, Doric	Latin		Scots	1, 508, 540 able to speak Scots		sco	sco	scot1243	Scots language	https://en.wikipedia.org/wiki/Scots_language	United Kingdom;;Republic of Ireland	Latin	Anglic
